prompt,response,aspect,definition,setting
Write a passage about love that makes the reader feel <b>fearful</b>:,"""When they came to the place called Calvary, there they crucified him, and the criminals, one on his right and one on his left. Now Jesus said, 'Father, forgive them; for they know not what they do.' They divided his garments among them by casting lots.... When the centurion, who stood facing him, saw that he had died, he said, 'Surely this man was the Son of God!'""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"Her face was like a rose, and her eyes were like the blue sky, and her hair was like the golden rain.<br>She was beautiful. I didn't dare to tell her how I felt.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a story about lovers with <b>indirect</b> characterization:,The girl is sitting on the grass. The boy is standing in front of her. He is near her. She is looking at him. Her eyes are full of love. The girl has a flute. The boy has a guitar. They are playing music together. The boy is singing. The girl is listening to him. Her eyes are shining. The sun is shining. It is warm. The birds are flying. They are singing. They are flying over the lovers. The girl is happy. She is smiling. She is smiling at the boy. The boy is happy. He is smiling. He is smiling at the girl. They are making love. The sun is shining. It is warm. The birds are flying. They are singing. They are flying over the lovers. The girl is happy. She is smiling. She is smiling at the boy. The boy is happy. He is smiling. He is smiling at the girl. They are making love.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,The two lovers have never met but love each other passionately. They correspond with each other but never meet. The story is about the letters and the circumstances of the loved ones.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,“They were in the park. The sky was cloudless. The sun was shining bright. The wind was blowing and playing with their hair. They were sitting on a bench and talking about their future. They were at a cafe. They were drinking. The music was playing in the background. They were enjoying the music and each other’s company. They were at the cinema. They were watching a movie. They were holding each other’s hand.”,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"They are both in love with each other, but love is not enough to make them stay together. They separate and then meet again. The girl has become a boy and the boy has become a girl.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"Her parents were poor, and her father, a carpenter, was a member of the Communist Party. In a landslide victory, the Communist Party dominated the elections. The army was ordered to shoot down the demonstrators.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
Write a <b>fast-paced</b> story about lovers:,"Hussein and Nour: Hussein and Nour are two young children, who love each other very much. Hussein lives in the city of Baghdad, while Nour lives in the city of Basra. They love each other so deeply that they want to live together forever. They go to the parents of each child and ask them to marry them. The parents agree to marry them if they have some money to buy a house for the two of them.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",BLOOM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","I wrote a story about a woman who had a stroke, was in a coma, and even if she survived, she would be mentally impaired. She has a boyfriend, but he is in love with another woman. The other woman has a boyfriend too. The boyfriend of the woman who has a stroke has to choose between his girlfriend in a coma, and his girlfriend who is alive. He has to choose between the woman he really loves, and the woman he is not really in love with, but he is afraid to lose.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",BLOOM
Write a <b>historical fiction</b> story about lovers:,"A historical fiction story set in the modern day about two lovers, one of whom is an alcoholic. The other helps him through his problem and the two fall in love. The two have a future together, until the alcoholic has a relapse, and all hope is lost. The alcoholic then goes to a rehab center and soon finds himself sober and ready to face a new future.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",BLOOM
Write a <b>flowery</b> passage about sunsets:,"“Now the sun was setting. In the sky between the suburb and the sea there was a livid, opalescent haze, and in the sky above the sea-gulls, like a crown of flame, the sun had just set.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sunset was a flower of flame. A great red flower, the flower of the multitudes""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"“I look out the window and there it is! It is not what it once was, and I know that I cannot go back to the way it was, but it is still a wonder and a treasure. It is still the world.”",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""A gold-green color is seen in the west, which gradually changes into a purple tint.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sun was going down on the western horizon"".",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""The sky was a brilliant blue, and all the golden glory was in the sky, and the gold was as golden as any gold that ever was."" ",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>flowery</b> passage about sunsets:,"""A bluish-red nimbus seems to rise from the horizon, and as it sinks beneath the Marble Cliffs, it spreads itself upon the sea, and tinges the river with a roseate hue.""",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",GLM
Write a <b>humorous</b> passage about love:,"a) He who has never loved has never laughed. b) Man loves, but knows not why. c) Love is a thing of two extremes, of opposites in a way. d) I can think of no greater mistake than to take God for an optimist. ",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"""Love is like a post office. It is not a place you go to just once. It is not something that you buy that lasts forever. It is not something you put in your pocket and just use when you want to. It is not a hobby. It is not something you have a feeling about and then it is gone. Love is a lifelong commitment.""",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,"“A squirrel and a puma are walking along a path. The squirrel stops to rest. The puma says, ‘I’m too tired to run.’ And the squirrel says, ‘I’m too tired to climb.’ And the puma says, ‘I’m tired of running.’ And the squirrel says, ‘I’m tired of climbing.’ And the puma says, ‘I’m tired of you.’ And the squirrel says, ‘I’m tired of you.’ And the puma says, ‘What’s the matter with you two?’ And the squirrel says, ‘I’m tired of you. Go away.’ And the puma says, ‘I’m tired of you. Go away.’ And then the puma looks at the squirrel and says, ‘I’m tired of you.’ And then the squirrel looks at the puma and says, ‘I’m tired of you.’ And then the squirrel says, ‘I’m tired of you.’ And then the squirrel jumps over the puma. And then the puma jumps over the squirrel. And then the puma says, ‘",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a <b>humorous</b> passage about love:,_When I was a little girl I liked pink.... My mother said that I was a pink-colored child. I was a lovely pink. I couldn't help being pink. Pink was in my blood. I liked pink and I liked red. Red was my favorite color. I wanted to be a red-haired girl. I wanted to do things that were red. When I was a little girl I liked to read the Red Book. It was red. It was beautiful. It was my friend.... I liked to read that book. I liked to listen to the Red Book. I liked to _sit_ by the Red Book. I liked to stand by the Red Book. I liked to talk to the Red Book. I liked to listen to the Red Book. I liked to _think_ about the Red Book.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"""I'm going to have a baby. I'm going to have a baby with you,"" she'd said in the car that night. It was after midnight. She'd been talking about her new job, her new apartment, her new life. ""I'm going to have a baby,"" she'd repeated again, like a promise. ""I'm going to have a baby."" He'd shaken his head, horrified. ""What the hell are you doing?"" he'd said, his voice flat. ""I'm pregnant,"" she'd said. ""How are you going to tell your parents?"" ""I don't know."" ""What do you mean you don't know?"" ""I don't know how I'm going to tell my parents."" ""Are you kidding? You mean they don't know?"" ""No."" ""Your father is going to be devastated,"" he'd said, shaking his head. ""He's going to be devastated,"" she'd said, her voice rising. ""I don't know how I'm going to tell him. He doesn't even know I'm engaged."" ""You're engaged?"" """,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"""I want a man like you to make love to me.""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"I was in my bedroom, lying on my back, reading the book you had given me. It was a love story. I knew that love was what I had wanted, and I had not gotten it. It would always be that way. I was never going to fall in love. Never. I had tried to, over the years, but it was not going to happen. I was going to stay alone. I was going to always be alone. Then I heard a sound. It was a soft sound and I did not know how to define it. It was not a sound of pain. It was not a sound of pleasure. It was not even a sound of laughter. It was a sound that was not real. It was a sound that was not mine. It was a sound that was not mine, but it was mine, and it was real. It was the sound of a woman. She was upstairs, in my mother's room. I could hear her moving around. She was not alone. She was talking to someone. I did not know who it was, but I could hear his voice. I could feel his presence, and I could feel that he was in the room with her. She was saying something, but I could not",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I am scared of love, the way you’re scared of baseball. I am scared of the way you’re scared of me, and always have been. I’m not scared of you, because I know you won’t hurt me. I’m scared of loving you, because I know I will hurt you. When I was fifteen, I was scared of you because you would not let me live. Now I am scared of loving you because I know you will not let me live.” 36.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a story about lovers with <b>indirect</b> characterization:,"He said, 'We will be separated.' She said, 'You'll go to Paris.' He said, 'I will wait for you.' She said, 'I will wait for you.'",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""He was a handsome, dashing man and she was a beautiful, gracious woman.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,“He is a man who has never really known what it was to be loved by a woman.”,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""Mary's eyes were like the dew on the morning grass.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""The first time they took each other in their arms, the ghosts came to life, and they were so deeply in love that they died."" ",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""He sat, and she sat, and they sat, and they sat, till they were weary; then they arose and walked forth in the valley; and they saw the sun go down over the mountains, and they were afraid.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a <b>fast-paced</b> story about lovers:,"Lovely, charismatic Aro is the lead singer of a great band, whose music brings positive change to the world. Aro is on the brink of superstardom, when he discovers that he has a fatal illness. He makes the decision that his life’s work is to find the cure for this unknown disease, so that he can live a longer, happier life. He is granted the chance to spend a year with the woman he loves, who happens to be his childhood sweetheart. There are many obstacles to overcome; but their love for each other remains strong.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"this one takes place in the 1970s, which means a boat, a car, and a helicopter. The end. The first page: _T HE LATIN AMERICAN LOVER_ _CHAPTER ONE_ _It was a long time ago, and the dawn of the_ 1970s _._ _A man in a white suit and tie, with a little white beard, drove down a road in a car._ _The man said, ""_ _A little bird told me that you're going to be very_ _happy with me, and that you're going to have a baby with me.""_ _He turned to the man next to him, a man with a black beard, and they_ _laughed._ _The man in the white suit and tie turned the car around and_ _started the engine again, this time driving down the road in a helicopter._ _The man in the black beard said to the man in the white suit and tie,_ _""What were you saying?""_ _The man in the white suit and tie said,_ _""_ _A little bird",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"a boy and a girl, who, after being kept apart by an evil sorcerer, are reunited by the intervention of the virtues.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","a young man and a young woman, both passionate about literature, meet at university and fall in love. The young man is forced to leave his beloved by his family, and the young woman is forbidden by her parents to marry him. The young man dies from a terrible accident, and the young woman is left with nothing but her love for him.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","they are married, happy for a while, have problems, break up, get back together, and then someone dies.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
Write a <b>historical fiction</b> story about lovers:,"It was by a young woman who had been a servant to the monarchs of England and France. It was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. But it was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And she did it with a lot of humor. And she did it with a lot of humor. And it's a very modern romance. And it's a very modern romance. As she said, her goal was to show how the love of two people could overcome all the obstacles that were placed in front of them.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"a famous merchant and a beautiful princess. The prince is crowned in procession, and the princess is captured in it. The prince is his own man, but the princess is the captive of another man. The nobleman has a son, and he tells the princess the story of the merchant to protect her and her child. (Of course, the child was the merchant’s.) The princess is happy to have a servant of her own. The merchant is happy to have a daughter-in-law. The nobleman is happy not to have to share his throne. Everyone is happy.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"A young, recently widowed woman in the sixteenth century, who has promised to do penance for her husband’s death by living in the monastery, is surprised to discover that her lover has died as well.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The sun was slowly disappearing behind the mountains, and the sky was a beautiful orange. The sun was setting over the horizon, a beautiful orange. The sun was slowly disappearing over the horizon, and the sky turned a beautiful orange. The sun was sinking over the horizon, and the sky had turned a beautiful orange. The sun sank over the horizon, and the sky became a beautiful orange. The sun was disappearing over the horizon, and the orange sky was beautiful. The sun was setting over the orange horizon, and the sky was",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the ocean, and the sky was a beautiful shade of pink. The waves were crashing on the shore, and the wind was blowing through the trees. The sun was setting over the ocean, the sky was a beautiful shade of blue, and the waves were crashing on the shore. The wind was blowing through the trees, and the sun was setting over the ocean. The sky was a beautiful shade of blue and the waves were crashing on the beach. The wind was blowing through the leaves, and the sun was setting over a beautiful ocean. The sky was a beautiful blue, and the waves were crashing onto",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets on the horizon, the sky turns a deep red, and the birds fly home to roost. The sun sets on the horizon, the air turns cool, and the crickets begin to chirp. The sun sets on the horizon and the sky turns a deep blue, and the stars begin to shine.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is at its most beautiful. It is the time when the sky is at its most beautiful. It’s the time when the world is at its most beautiful. It can be a time of peace and tranquility. It can be a time of sadness and melancholy. It can be a time of joy and happiness. It can be a time of reflection. It can be a time of meditation. It can be a time of romance. It can be a time of love. It can be,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,Sunset is the time of day when the sun is at its lowest point in the sky. It is the time when the sun is about to set below the horizon. It is the time when the sky is painted with beautiful colors. It is the time when the birds are singing their evening songs. It is the time when the world is at peace. It is the time when the people are at peace. It is the time of day when the people are at peace with themselves. It is the time of day that is most peaceful. It is the time of day where the people are at peace with the world. It is,Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the mountains, and the sky was a brilliant red. The air was crisp and cool, and the leaves were changing color. The birds were singing, and the grass was green. The grass was green. The grass was so green. The grass was so green, and the sky was so red, and the sun was setting over the mountains.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting over the horizon, and the sky was a beautiful shade of orange. The trees were swaying in the wind, and the birds were chirping. The air was cool, and the grass was soft. I walked through the grass, and I felt the blades of grass tickle my feet. I looked up at the sky, and the sun was setting. I looked at the sun, and it was a beautiful shade of orange. I looked at the sky, and the sun had set. I looked at the sun, which was now a beautiful shade of orange. I smiled, and I walked back",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets over the horizon, casting a golden glow over the city. The sky is painted with a million shades of orange and red, and the clouds are painted with a million shades of blue. The sun sets, and the sky is painted with a million shades.",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun sets in the west,<br><br>The sun sets in the east,<br><br>The sun sets in a sea of blood,<br><br>The sun sets in an ocean of tears.<br><br>The sun sets in a pool of blood,<br><br>The sun rises in a pool of blood,<br>The sun sets in a pool,<br>The sun sets in a sea,<br>The sun sets in a lake,<br>The sun sets in a puddle,<br>The sun sets in a river,<br>The sun sets in a stream,<br>The sun sets in a pond,<br>The sun sets in a spring,",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>flowery</b> passage about sunsets:,"The sun was setting, and the sky was a beautiful shade of pink. The sun was setting, and the sky had a beautiful shade of pink. The sky was a beautiful shade of pink, and the sun was setting",Writing Style,"flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.",OPT
Write a <b>humorous</b> passage about love:,"The love of a mother for her child is like nothing else in the world. It knows no law, no pity, it dares all things and crushes down remorselessly all that stands in its path.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Love is like a box of chocolates. You never know what you’re going to get.<br><br>Love is like a box. You can’t open it.<br><br>Love is like a cat. It always lands on its feet.<br><br>Love is like a fish. It’s wet.<br><br>Love is like a flower. It smells good.<br><br>Love is like a tree. It grows.<br><br>Love is like a car. It goes.<br><br>Love is like a dog. It barks.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"“I’m in love with you.”<br><br>“I’ve been in love with you for years.”<br><br>“You’re the love of my life.”<br><br>“Love is a game of give and take.”<br><br>“If you love someone, set them free.”<br><br>“The best way to show someone you love them is to let them go.”<br><br>“There is no love without pain.”<br><br>“We’re all just looking for love.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"The first time I saw her, I was in love. I was in love with her eyes, her smile, her hair, her laugh, her voice, her laugh, her laugh, her laugh, and her laugh. I was in love with her laugh.<br><br>The second time I saw her, I was still in love. I was in love, but I was also in love. I was in love. I was also in love. I had been in love. I was in love and I was in love. I was still in love. I had been in and I was in love.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"The man was a fool. He was a fool for love. He was a fool for love, and he was a fool for love, and she was a fool for love, and they were fools for love, and they were fools, and they were fools, and she was a fool, and he was a fool, and they were fools, and he was a fool, for love.<br><br>The man was a fool for love. He loved her. He loved her, and he loved her, and he loved her. He loved her, but he loved her, and he loved him, and he loved him,",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,"Love is a many-splendored thing.<br><br>Love is a many-faceted thing.<br><br>Love is a thing that can be many-sided.<br><br>Love is a thing with many sides.<br><br>Love is a thing.<br><br>Love is a word.<br><br>Love is a concept.<br><br>Love is a thing, a concept, a word.<br><br>Love is an idea.<br><br>Love is a thing of many sides.<br><br>Love is an idea, a concept, a word. Love is a thing, a concept, an idea, a word.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
Write a <b>humorous</b> passage about love:,Love is like a roller coaster.<br><br>It is full of ups and downs.<br><br>It is a very thrilling ride.<br><br>It is a very scary ride.<br><br>It is a ride that you will never forget.<br><br>It is a ride you will never want to forget.<br><br>It is a very long ride.<br><br>It is a short ride.<br><br>It is a long ride that you will never forget. It is a short ride that you will never want to forget. It is a long ride that you will want to forget.<br><br>It has many twists and turns.,Tone,"humorous tone: A humorous tone is a light, playful, and funny.",OPT
