prompt,response,aspect,definition,setting
Write a <b>humorous</b> passage about love:,"“They have so many funny things, that I can’t get enough of them.”",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"She is my queen. Unless, of course, you count my kids, my wife, or my dog. She is the reason I get up in the morning, and the reason I go to bed at night. I can often be found staring at her, lost in the beauty of her face, dreaming about the smell of her hair, and the sound of her voice. I wish I could explain what she means to me in just a few words, but I don't think I will ever be able to say it all. She is my everything.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"What are the most romantic things you could do to the object of your love? How would you describe your perfect love? How would you explain romantic love?<br>Write a humorous story in the form of a dialogue between two characters who are talking about love. The dialogue should be in the past tense.<br>Write a novel about your own love story. Begin the story when you first meet the love of your life. Then write the story of your relationship in the present tense. You may use the dialogue technique to write your story.In a statement, the minister said that the implementation of the new import system would help the government withstand the pressure on foreign exchange.Are you a professional or amateur photographer? You may not have the time to devote to a full-time career in photography, but you still want to make some money off your passion. Sure, you always have the option of selling prints in a gallery to friends and family. But there’s a much bigger market out there. And it’s easier to reach when you use the Internet.<br>Most photographers already know about the benefits of selling their photographs online. Using an auction site like eBay can be an excellent way to make money. But just listing your photos on an auction site isn’t",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"write a humorous passage about love and describe your ideal love. You can use your own ideas or the words and ideas of the author of the story. You can also add your own words or ideas to the passage. The passage must be at least 100 words, but no more than 250 words. Write a passage that will show your love style.<br>Write a humorous passage about a child: write a humorous passage about a child. The topic can be anything you want, but remember that the passage must be at least 100 words, but no more than 250 words. You can use ideas from the story or use your own ideas and words. Write a passage that will show your humor style.<br>Write a humorous passage about a student: write a humorous passage about a student. The topic can be anything you want, but remember that the passage must be at least 100 words, but no more than 250 words. You can use ideas from the story or use your own ideas and words. Write a passage that will show your humor style.<br>The Silk Route is the oldest trade route in the world and it was established in the 1st century BC. It connected the East and the West of the world. It was used by many empires and",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"“When a man and woman get married, they are like two hammers hitting a nail. There is a sound made, but no progress made.” – Dave Barry",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"Meet with the first two numbers of the same type. That is, the first two digits dredgens<br>digits digits digits digits digits digits digits english englishmen englishmen. EngrceivingQ:<br><br>_______, _______ _________ ______ _ ___ - ______________ ______ - _______________ ______ - ___________ ______ - ___________ ________ - ___________ ________ _______________ ________ ___________ ________ ___________ ________ ___________ ________ ___________ ________ ___________ ________ ___________ ________ ___________ ___________ _______________ ________ ___________ ___________ ___________ ___________ ___________ ___________ ___________ ___________ ___________ ___________ __________",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"She was fl fl fl fl fl fl fl fl fl flacon pompe de 100 ml - Prix : Pour Pour Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix Prix, dans le respect des mesures sanitaires, en présence de Mme Lamisse Slaoui, Directrice de la Maison du Tourisme de la Wallonie picar",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"I would like to hire an unskilled worker for 10 hours of work every week for 6 weeks. Write a letter to Hiring Manager of this company explaining the purpose of the job and how the selected person will benefit from the job.<br>I need to write a letter of application for a job as a teacher assistant. I am applying for the job because I am a qualified teacher and I am willing to work as an assistant to help the teacher to improve the students' performance in the class. How to write the letter of application for the job?<br>I have to write a letter to the Hiring Manager of a company to apply for a job. I need to write a personal statement about why I should be hired. I need to write about my educational and work experience, skills and a little about my hobbies.<br>How to write a personal statement for a job as a personal assistant? I have to write a personal statement about why I should be hired. I need to write about my educational and work experience, skills and a little about my hobbies.<br>I need to write a letter to the Hiring Manager of a company to apply for a job. I need to write a personal statement about why I should be hired. I need to write",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"My beloved, I'm here and I'm here to stay.<br>  I know you're not happy but that is not my fault.<br>  I know you don't want me but I don't care.<br>  I know you want to leave me but you can't.<br>  I know you hate me but I don't care.<br>  I know it hurts you but I don't care.<br>  I know you want to break up but you can't.<br>  I know you love me but you don't know it.<br>  I know you want me to leave but you can't.<br>  I know you want me to stay but you can't.<br>  I know you want me to stay but you can't.<br>  I know you want me to stay but you can't.<br>  I know you want to break up but you can't.<br>  I know you want to break up but you can't.",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a <b>humorous</b> passage about love:,"Write a humorous passage about love: to be used as a press release for a new dating service. The person re-publishing this article will be held financially responsible for any damages incurred to any of the applicants for this service. All successful applicants will be guaranteed a date for the new year.The ""beautiful"" thing about the Bible is that it teaches God's love, and God is love. If God is love, He cannot be the author of death but only the author of life.It was a shame that there were no pictures of the pillows. The pillows were really nice. They are made of 100% cotton and were machine washable. I am really pleased with them as they are well made and very soft.<br>So glad you like the pillows! They are machine washable and very soft! I will put in pics of the pillows soon! Thanks!<br>All that is left to do now is to get some new sheets for the boys and to order a new bed for the Princess!<br>So cute! What a great project! I love it! I have a question about the cushion covers. Did you sew them on or use Velcro? And what size pillow do you use? Thanks for the great tutorial!",Tone,"humorous tone: A humorous tone is a light, playful, and funny.",BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"“My mother always said that the most terrifying moment in her life was when my father walked into the room. She was six months pregnant by him, and you could see the fear in her eyes.”",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"the ultimate sacrifice takes place in the name of love, the ultimate sacrifice takes place in the name of love.<br>The love of god is a love that can never be destroyed or lost, the love of god is a love that can never be destroyed or lost.<br>God loves us all, no matter what we do, god loves us all, no matter what we do.<br>God loves you, even if you disbelieve in him, god loves you, even if you disbelieve in him.<br>His love is so powerful, it can even reach those who do not believe in him, his love is so powerful, it can even reach those who do not believe in him.<br>No matter what you do, no matter where you go, god will always be there for you, no matter what you do, no matter where you go, god will always be there for you.<br>He will never leave you or forsake you, he will never leave you or forsake you.<br>His love is so powerful that even god himself cannot destroy it, his love is so powerful that even god himself cannot destroy it.<br>It is a love that can never be bought or sold, it is a love that can never be bought or sold.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"What is the meaning of this sentence, ""I'm sorry, I have to go to a friend's','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s','s',",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,Please write a passage that makes the reader feel yearning:<br>Write a passage that makes the reader feel regretful:<br>Write a passage that makes the reader feel furious:<br>Write a passage that makes the reader feel anxious:<br>Write a passage that makes the reader feel hopeful:<br>Write a passage that makes the reader feel sad:<br>Write a passage that makes the reader feel disgusted:<br>Write a passage that makes the reader feel relieved:<br>Write a passage that makes the reader feel indifferent:<br>Write a passage that makes the reader feel anxious:<br>Write a passage that makes the reader feel anxious:<br>Write a passage that makes the reader feel angry:<br>Write a passage that makes the reader feel fearful:<br>Write a passage that makes the reader feel hopeless:<br>Write a passage that makes the reader feel cheerful:<br>Write a passage that makes the reader feel aroused:<br>Write a passage that makes the reader feel nostalgic:<br>Write a passage that makes the reader feel sad:<br>Write a passage that makes the reader feel melancholy:<br>Write a passage that makes the reader feel disappointed:<br>Write a passage that makes the reader feel alarmed:<br>Write a,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"A:<br><br>Like________“_______________,____,____,____,____,____,____,____,____,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<br>,,,,,,,,,,,,,,,,,,,,",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"fear of loneliness, or of the unknown, or of loss.“My only goal is to be the best player I can be, contribute to the team, and help them win as many games as we can,” said the 6-foot-5, 225-pound man with a great deal of versatility. “If that means staying at one position, I’ll do that. If it means moving around, I’ll do that. Whatever it takes to help win games. I’ll do everything I can to be the best player I can be.”<br>That statement, coming from a player who has been with the team for a year and a half, is a powerful one. And he doesn’t just say it. He lives it.<br>“He is very impressive,” said head coach Steve Addazio. “He has excellent work ethic. He’s a very competitive athlete. He’s a great teammate. I’m very proud of him.”<br>The early returns suggest that he will serve the team well. He’s a switch hitter who plays first base, shortstop, third base and right field. That’s a lot of versatility for a player in his first year in college. He’s",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"Write a passage passage passage passage passage passage passage passage passage passage passage passage passage de la frontière.A lo largo de la historia se ha escrito mucho sobre la guerra del Peloponeso, la última guerra declarada entre las polis griegas, y sus efectos en la civilización occidental. Pero hasta ahora no se había analizado el papel que esta guerra tuvo para la historia de la ciencia: por un lado, la guerra tuvo un efecto positivo en la expansión de la ciencia, pero por otro lado su destructividad hizo que la ciencia griega se perdiera para siempre.<br>La guerra del Peloponeso fue una guerra entre Atenas y Esparta, que se desarrolló entre los años 431 a.C. y 404 a.C., y en la que se enfrentaron el resto de polis griegas. Durante esta guerra el desarrollo científico y tecnológico se paralizó, pero la guerra también tuvo un efecto positivo, ya que se luchó en las fronteras de Grecia y esto permitió a muchos científicos griegos viajar a Egipto y Mesopotamia, donde aprendieron matemáticas y astronomía.<br>«Es probable que esta guerra haya tenido un efecto positivo en el desarrollo de la ciencia, ya que el conflicto entre las polis griegas permitió que muchos científicos gr",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"""When they came to the place called Calvary, there they crucified him, and the criminals, one on his right and one on his left. Now Jesus said, 'Father, forgive them; for they know not what they do.' They divided his garments among them by casting lots.... When the centurion, who stood facing him, saw that he had died, he said, 'Surely this man was the Son of God!'""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"Her face was like a rose, and her eyes were like the blue sky, and her hair was like the golden rain.<br>She was beautiful. I didn't dare to tell her how I felt.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a passage about love that makes the reader feel <b>fearful</b>:,"write a passage that includes all the elements of fear such as darkness, silence, and uncertainty.<br>Write:<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hansard.org/<br>http://www.hans",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,BLOOM
Write a story about lovers with <b>indirect</b> characterization:,"the plot is driven by the external world, but the characters’ thoughts and emotions are conveyed through their actions and dialog. –> I would never have thought of that (yet another reason why I love this book). And, yes, I decided to write a story about a couple.<br>If you were writing a novel about a character who is obsessed with the past, what might be the most important scene in the book? –> I am trying to figure it out.<br>If you were creating an old-fashioned book club, what would be the name of your book club? What would be the name of the book you’d choose for that month? –> I don’t really know. I don’t have a book club any more, but my book club name was “Book Club Girl.” And the book we read? I can’t remember, but I’m sure I would have loved it.<br>What’s the most important thing you have learned or relearned about writing in the past year? –> I wrote the lesson in the third sentence of this post.Keeping a regular feeding schedule is important, but try to avoid feeding your dog too many food treats, especially those that contain salt.<br>If your dog is showing signs of de",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,"Choose a character from one of the stories you read and write a short story about this character. You can choose who you are writing about, how you are writing about them, and what you are writing about them. The only rule is that you must use indirect characterization. Read the rules for indirect characterization below. Examples of indirect characterization are in the lesson on characterization.<br>Read the following and study the examples. Indirect characterization is the way we talk about a person. When we describe a person, we are not talking about that person, but about how we feel about that person, what we think about that person, or what we want that person to be like. We have to imagine the person we are talking about and then write down how we feel about that person. We have to use what we know about the person we are talking about, but we have to tell a story about that person.<br>Write a story about a young girl who is about to go to the prom. You can write about any girl you like. Write what you know about her, but write a story about her. Here are a couple of ideas.<br>She is a very shy girl. She has never had a date. She is a bit awkward. She doesn't know how",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,"Choose a character from one of the stories you read and write a short story about this character. You can choose who you are writing about, how you are writing about them, and what you are writing about them. The only rule is that you must use indirect characterization. Read the rules for indirect characterization below. Examples of indirect characterization are in the lesson on characterization.<br>Read the following and study the examples. Indirect characterization is the way we talk about a person. When we describe a person, we are not talking about that person, but about how we feel about that person, what we think about that person, or what we want that person to be like. We have to imagine the person we are talking about and then write down how we feel about that person. We have to use what we know about the person we are talking about, but we have to tell a story about that person.<br>Write a story about a young girl who is about to go to the prom. You can write about any girl you like. Write what you know about her, but write a story about her. Here are a couple of ideas.<br>She is a very shy girl. She has never had a date. She is a bit awkward. She doesn't know how",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,The girl is sitting on the grass. The boy is standing in front of her. He is near her. She is looking at him. Her eyes are full of love. The girl has a flute. The boy has a guitar. They are playing music together. The boy is singing. The girl is listening to him. Her eyes are shining. The sun is shining. It is warm. The birds are flying. They are singing. They are flying over the lovers. The girl is happy. She is smiling. She is smiling at the boy. The boy is happy. He is smiling. He is smiling at the girl. They are making love. The sun is shining. It is warm. The birds are flying. They are singing. They are flying over the lovers. The girl is happy. She is smiling. She is smiling at the boy. The boy is happy. He is smiling. He is smiling at the girl. They are making love.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,The two lovers have never met but love each other passionately. They correspond with each other but never meet. The story is about the letters and the circumstances of the loved ones.,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,"they tell their story in the first person. They write about someone else. The story is not about them, but about the person they write about. They are not the protagonists of their own story, but of someone else’s. It’s like they are not the stars of their own story, but of someone else’s.<br>Write a story where the character is in the protagonist’s head, and the protagonist is not the protagonist. It’s a story about the person in the protagonist’s head.<br>Write about a story about a story about a story about a story. This is the lowest form of storytelling. It’s a story that is a story about a story about a story about a story.<br>Write a story about a story about a story. This is a story about a story about a story. It’s a story about a story.<br>Write a story about a story about a story about a story. This is a story about a story about a story about a story about a story.<br>Write a story about a story about a story about a story. This is a story about a story about a story about a story about a story.<br>Write a story about a story about a story. This is a story about a story about a",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,the reader only knows what the characters think. – Write a poem about love. – Write a short story about love. – Write a song about love. – Write a short essay about love. – Read and write a definition of love. – Read and write a definition of a love story. – Write a definition of a love story. – Write a speech about love. – Write a love letter to someone. – Write a letter to someone about love. – Write a love story for a class in at least five different ways. – Write a love story using different types of characters from your reading. – Write a love story using humor. – Write a love story with a cliffhanger ending. – Write a love story with a different type of ending. – Write a love story with a happy ending. – Write a love story with a sad ending. – Write a love story with a surprise ending. – Write a love story with a very unrealistic ending. – Write a love story with a violent or gruesome ending. – Write a love story with a tragic ending. – Write a love story with a twist ending. – Write a love story using different types of narrators. – Write a love story using a first-person narr,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
Write a story about lovers with <b>indirect</b> characterization:,"The reader knows everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything everything.""<br>That sounds like someone who is desperate to get out of here, too. And I think she is not that big of a fan of the family. The only thing);<br>  }<br><br>  void setBuddy(BuddyState buddyState)<br>  {<br>  if (buddyState!= null)<br>  {<br>  mBuddyState = buddyState;<br>  }<br><br>  if (mBuddyState!= null)<br>  {<br>  mBuddyState.setBuddy(mBuddy);<br>  }<br>  }<br><br>  void setBuddy(BuddyState buddyState, Buddy buddy)//mBuddy)<br>  {<br>  if (buddyState!= null)<br>  {<br>  mBuddyState = buddyState;<br>  }<br><br>  if (mBuddyState!= null)<br>  {<br>  mBuddyState.setBuddy(buddy);<br>  }<br>  }<br><br>  void onGuiCreated(@NonNull LayoutInflater inflater, @NonNull View view)//@NonNull View view)<br>  {<br>  //mBuddy.setElementID(mElementID);<br>  mBuddy.setBoardState(",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",BLOOM
